	mock_1	mock_2	mock_3	SUPP1331_1	SUPP1331_2	SUPP1331_3	DC3000_1	DC3000_2	DC3000_3	delta_1	delta_2	delta_3
AT2G37140	0	0	0	0	11	0	0	0	0	1	0	0
AT2G37150	35	22	47	108	79	67	113	52	150	117	47	100
AT2G37160	131	42	121	82	35	74	35	34	66	80	80	142
AT2G08855	0	0	0	0	0	0	0	0	0	0	0	0
AT2G37170	2374	3491	3132	2366	4745	3767	4314	5685	4045	4329	2817	3453
AT2G37180	72	120	114	82	292	217	737	603	503	360	207	210
AT2G37190	4404	2132	3187	2592	3866	3031	2473	2816	3988	4052	2054	3904
AT2G37195	51	46	30	20	38	62	45	56	25	71	30	73
AT2G37200	215	122	160	144	189	160	146	139	166	254	94	162
AT2G37210	3	0	1	0	0	0	0	0	0	6	0	2
AT2G37220	23982	11045	15950	7698	6604	7750	5991	3439	3627	15090	5506	11298
AT2G37230	188	71	109	125	50	134	71	88	178	87	42	92
AT2G37240	520	484	409	230	421	344	359	511	462	559	200	250
AT2G37250	745	365	383	401	580	571	494	513	686	515	273	521
AT2G08860	0	0	0	0	0	0	0	0	0	0	0	0
AT2G37260	0	0	0	0	0	0	0	0	1	0	0	0
AT2G37270	2214	1558	1886	1470	1936	1549	1673	1140	2151	1843	1202	2470
AT2G37280	0	5	2	0	0	0	1	0	1	0	0	0
AT2G37290	0	0	0	0	0	0	0	0	0	0	0	0
AT2G37300	51	23	2	0	4	4	6	16	1	14	0	8
AT2G37310	115	31	48	39	51	21	28	21	51	88	64	54
AT2G37320	14	8	19	3	9	17	9	8	4	5	6	10
AT2G37330	8	28	9	18	16	31	17	44	29	40	44	18
AT2G37340	688	265	452	829	740	530	783	696	650	766	436	737
AT2G08865	0	0	0	0	0	0	0	13	0	0	0	0
AT2G37360	0	0	0	0	0	0	0	0	0	0	0	0
AT2G37362	51	5	10	1	21	27	7	16	42	53	57	21
AT2G37370	0	2	0	0	0	1	0	0	0	1	1	0
AT2G37380	49	13	63	0	4	23	3	0	1	5	3	0
AT2G08870	0	0	0	0	0	0	0	0	0	0	0	0
AT2G37390	19	0	0	0	0	0	0	0	0	0	0	0
AT2G37400	804	316	547	462	722	387	327	339	490	673	320	700
AT2G37410	616	403	741	799	840	537	793	731	861	911	570	739
AT2G37420	11	0	0	15	5	10	18	29	0	8	0	0
AT2G37430	20	3	0	51	80	59	29	15	24	211	177	123
AT2G37435	0	0	0	0	0	0	0	0	0	0	0	0
AT2G37440	0	1	0	26	10	0	20	3	17	31	3	22
AT2G37450	394	169	275	26	38	141	23	9	12	123	36	46
AT2G37460	379	209	149	103	128	157	64	85	61	239	110	80
AT2G08875	0	0	0	0	4	0	0	0	0	0	0	0
AT2G08880	0	0	0	0	0	0	0	0	0	0	0	0
AT2G37470	416	301	573	106	171	255	262	161	185	260	105	237
AT2G37480	2186	1068	2334	3384	2132	2348	2380	1609	1881	2145	1746	3460
AT2G37500	300	156	124	89	107	68	88	65	119	177	49	59
AT2G37510	46	20	26	9	15	11	13	43	3	30	34	26
AT2G37520	322	81	245	227	184	253	344	174	182	484	198	290
AT2G37530	59	21	40	14	17	17	32	33	9	30	4	38
AT2G37540	370	440	319	169	285	241	55	124	85	471	238	302
AT2G37550	427	194	216	331	329	280	381	317	317	452	226	398
AT2G37555	0	0	3	0	0	1	0	0	0	0	3	0
AT2G37560	0	12	0	0	0	0	0	0	0	0	0	0
AT2G37570	180	93	179	82	240	112	285	327	213	141	121	125
AT2G37580	96	48	62	102	73	74	211	172	215	84	75	96
AT2G37585	92	53	42	15	0	25	15	0	2	26	10	16
AT2G37590	16	13	15	1	14	2	0	9	10	47	24	28
AT2G37600	2524	1612	2218	1054	1410	1092	1438	1009	1555	1352	644	1325
AT2G37610	5	0	19	0	0	0	19	6	0	16	1	5
AT2G37620	248	155	201	317	353	191	1015	660	598	299	224	321
AT2G37630	730	1033	568	137	636	680	268	468	237	981	475	390
AT2G37640	368	117	240	44	99	101	132	102	29	238	36	66
AT2G37650	87	88	146	84	72	103	23	49	46	140	61	82
AT2G37660	2358	1098	1355	388	518	645	247	330	287	1128	288	476
AT2G37670	0	5	0	0	0	5	0	0	0	9	0	0
AT2G37678	76	60	69	5	77	40	20	24	32	64	24	36
AT2G37680	18	11	8	44	28	39	10	23	27	37	28	20
AT2G37690	564	98	302	227	201	220	185	220	350	266	98	306
AT2G37700	0	0	0	0	8	0	0	0	0	0	0	0
AT2G37710	3642	1874	2381	15690	11939	14652	4731	5040	12425	14832	9195	15630
AT2G37720	0	4	0	15	10	3	8	0	4	34	4	10
AT2G08885	0	0	0	0	0	0	0	0	0	0	0	0
AT2G37730	0	0	0	0	0	0	3	0	0	0	0	0
AT2G37740	0	0	0	0	0	0	0	0	0	0	0	0
AT2G37750	34	0	0	40	66	13	110	108	179	28	38	64
AT2G37760	107	152	100	171	294	172	481	650	562	334	160	326
AT2G37770	77	63	29	124	190	53	245	389	249	125	104	131
AT2G37780	0	0	0	0	0	7	0	4	0	0	0	0
AT2G37790	63	89	61	5	36	38	7	10	44	32	33	32
AT2G37800	0	0	0	0	0	0	0	0	0	0	0	0
AT2G37805	0	0	0	0	0	0	1	0	0	0	0	1
AT2G37810	0	0	0	0	0	0	0	0	0	0	0	0
AT2G37820	0	0	1	6	0	0	0	0	0	0	0	4
AT2G37840	1106	486	1043	1001	449	948	574	333	529	672	456	1106
AT2G37860	448	308	434	84	195	204	122	127	127	230	67	191
AT2G37870	4	1	0	0	14	0	14	15	3	0	7	0
AT2G37880	0	3	1	0	7	1	1	6	19	14	17	8
AT2G37890	7	42	19	11	29	40	30	17	34	49	32	32
AT2G37900	0	2	6	1	0	0	0	9	1	2	0	0
AT2G08890	0	0	0	0	0	0	0	0	0	0	0	0
AT2G37920	1765	962	1286	1089	1374	1053	717	635	822	1697	691	1436
AT2G37910	0	2	0	0	0	0	0	0	0	0	0	0
AT2G37925	14	7	3	11	0	11	4	0	16	8	8	14
AT2G37930	125	67	60	54	38	49	22	13	33	90	41	78
AT2G37940	499	246	376	842	610	615	407	407	551	911	600	618
AT2G08895	0	0	0	0	0	0	0	0	0	0	0	0
AT2G37950	138	37	273	0	1	13	7	0	4	40	1	3
AT2G37960	0	0	0	0	0	0	0	0	0	0	0	0
AT2G08900	22	11	10	41	26	31	29	39	8	17	1	28
AT2G08905	8	0	0	0	0	0	0	0	6	8	0	2
AT2G08910	0	0	0	0	2	4	0	0	1	1	1	17
AT2G08915	0	0	0	0	0	0	0	0	0	0	0	0
AT2G37970	229	228	133	329	747	341	141	365	305	588	452	512
AT2G37975	95	43	123	53	72	52	37	27	71	113	77	49
AT2G37980	18	0	9	92	62	67	53	66	65	87	86	59
AT2G37990	483	266	452	243	444	669	342	622	659	579	346	484
AT2G38000	381	152	273	527	398	395	568	379	650	389	290	568
AT2G38010	249	152	335	177	196	173	226	172	189	312	140	189
AT2G38020	216	47	84	160	134	114	72	136	102	108	47	161
AT2G38025	212	104	222	104	219	209	73	121	157	278	133	209
AT2G38030	0	0	0	0	2	0	0	0	0	0	0	0
AT2G38040	1516	1029	1626	639	564	1046	587	586	692	1002	483	926
AT2G38050	305	97	161	89	104	85	133	56	68	206	83	120
AT2G38060	0	0	0	0	0	0	0	0	0	0	0	0
AT2G08920	0	0	0	0	0	0	0	0	0	0	0	0
AT2G38070	9	2	13	0	0	21	0	5	1	9	0	5
AT2G08925	0	0	0	0	0	0	0	0	0	0	0	0
AT2G38080	35	4	70	10	11	22	8	2	19	5	11	33
AT2G38090	25	22	23	9	8	14	17	17	7	29	9	34
AT2G38100	0	8	0	0	0	0	0	0	0	0	0	0
AT2G38110	23	3	28	10	5	17	2	4	0	7	6	6
AT2G08930	0	0	0	0	0	0	0	0	0	0	0	0
AT2G38120	941	182	396	146	126	206	163	84	78	432	107	281
AT2G08935	0	0	0	0	0	0	0	0	0	0	0	0
AT2G38130	81	37	49	44	61	42	10	31	74	62	51	41
AT2G38140	2467	1797	2933	1002	1099	1573	783	818	831	1582	683	1788
AT2G38150	0	0	0	0	1	0	0	0	0	0	0	0
AT2G38152	0	0	0	0	0	0	0	0	0	0	0	0
AT2G38160	5	4	0	0	0	0	0	0	7	0	0	0
AT2G38170	9848	5083	10751	6628	5448	6158	4418	2193	2872	5670	3381	8769
AT2G08940	0	0	0	0	0	0	0	0	0	0	0	0
AT2G38180	294	94	197	150	105	116	156	88	119	114	57	209
AT2G38185	0	0	29	13	0	0	3	4	8	3	2	4
AT2G38195	0	0	0	0	0	0	0	0	0	0	0	0
AT2G38210	47	69	110	1	36	8	23	9	9	8	0	11
AT2G38220	0	0	0	0	0	0	0	0	0	0	0	9
AT2G38230	4010	3813	3793	1154	2286	1552	1750	1657	1108	3390	1361	1925
AT2G38240	36	29	25	41	55	76	1879	1630	688	54	28	65
AT2G38250	105	93	91	465	993	762	3742	3728	5387	511	469	730
AT2G38255	0	0	8	0	0	0	0	0	0	0	0	9
AT2G38270	439	328	404	235	300	242	139	288	243	411	163	341
AT2G38280	297	164	351	166	96	139	139	102	195	181	102	176
AT2G38290	883	356	630	4303	3438	2342	2187	1691	3463	3971	2870	4630
AT2G38300	17	8	23	20	17	46	27	1	17	22	24	14
AT2G38310	1016	240	851	1357	669	1173	689	422	853	1349	670	1112
AT2G08945	0	0	0	0	0	0	0	0	0	0	0	1
AT2G08950	0	0	0	0	0	1	0	0	1	0	0	0
AT2G38320	21	12	14	18	11	10	5	5	11	9	9	15
AT2G38325	0	0	0	0	0	0	0	0	0	0	0	0
AT2G08955	0	0	0	0	0	0	0	0	0	0	0	3
AT2G38330	718	340	426	285	379	261	219	184	178	621	196	300
AT2G38340	0	0	0	3	17	1	0	25	5	3	1	0
AT2G08960	0	0	0	0	0	0	0	0	0	0	0	0
AT2G38350	0	0	0	0	0	0	0	0	0	0	0	0
AT2G38360	363	174	347	508	640	405	416	438	563	500	584	758
AT2G38365	0	0	0	0	0	0	0	0	0	0	0	0
AT2G38370	169	62	155	127	56	282	65	53	89	174	108	170
AT2G38380	9	7	3	5	10	9	1	12	5	3	1	4
AT2G38390	0	0	0	0	0	0	0	0	0	0	0	0
AT2G38400	436	213	314	216	246	254	724	523	232	265	183	307
AT2G38410	497	110	379	642	328	512	443	205	532	377	315	635
AT2G38420	28	11	3	15	12	13	6	3	11	37	14	0
AT2G38430	41	12	7	0	0	9	0	0	35	17	16	11
AT2G38440	337	74	309	268	134	224	167	92	171	195	129	260
AT2G38450	312	225	168	212	278	234	208	184	167	385	141	279
AT2G38460	82	28	13	16	22	39	9	5	9	30	6	4
AT2G38465	120	52	73	21	14	22	20	27	15	32	26	27
AT2G38470	77	57	74	894	791	552	254	359	431	987	507	744
AT2G08965	0	0	0	0	0	5	1	0	0	0	0	2
AT2G38480	138	54	142	35	76	53	52	14	10	75	12	42
AT2G38490	0	2	0	18	26	31	1	25	9	32	8	25
AT2G38500	41	12	21	46	113	34	68	128	115	91	69	37
AT2G38510	0	0	0	0	0	0	0	0	0	0	0	0
AT2G38530	707	1263	612	542	2109	830	1235	1258	905	1658	1154	694
AT2G38540	36746	34328	19736	18501	30131	19235	19478	21639	21491	38410	23639	25498
AT2G38550	1388	981	821	467	1035	795	472	696	671	1262	690	810
AT2G38560	296	128	291	204	202	183	208	213	210	240	165	343
AT2G38570	32	27	32	8	9	29	0	11	10	46	0	1
AT2G38580	123	83	114	88	105	185	131	85	157	131	102	152
AT2G38590	0	0	0	0	0	0	0	0	0	0	0	0
AT2G08970	0	0	0	0	0	0	0	0	0	0	0	0
AT2G38600	0	0	0	0	0	0	0	0	0	0	0	0
AT2G38610	964	680	833	742	1502	1442	2015	2455	2513	1367	1055	1209
AT2G38620	0	1	0	0	0	4	0	0	0	10	0	0
AT2G38630	143	72	125	39	55	73	34	82	36	100	52	61
AT2G38640	349	304	312	209	466	312	366	656	433	693	261	265
AT2G08975	0	0	0	0	0	0	0	0	2	0	0	0
AT2G38646	0	0	0	0	0	0	0	0	0	0	0	0
AT2G38650	1647	657	1072	528	451	1035	591	504	697	1089	433	798
AT2G38660	39	56	78	16	37	26	17	22	25	52	36	45
AT2G38670	585	436	425	334	769	752	386	726	612	911	485	397
AT2G38680	103	27	67	29	61	64	21	28	54	57	19	35
AT2G38690	6	0	4	34	22	6	0	4	0	28	26	27
AT2G38695	119	66	128	10	21	68	29	15	27	60	27	37
AT2G38700	171	190	245	135	129	149	92	120	103	215	140	131
AT2G38710	43	98	97	97	150	118	120	57	90	160	78	81
AT2G38720	0	6	0	0	0	5	0	0	0	6	0	13
AT2G38730	322	243	255	241	416	207	211	233	392	270	197	241
AT2G38740	129	156	109	190	349	182	244	328	251	262	115	240
AT2G38750	156	82	123	65	131	51	432	715	348	88	29	15
AT2G38760	37	45	29	33	110	22	284	613	217	51	32	40
AT2G38770	385	93	221	228	164	175	164	131	183	271	159	239
AT2G38780	238	159	177	123	98	233	55	96	142	217	71	152
AT2G38790	171	89	123	394	683	136	149	445	367	260	510	326
AT2G38800	713	544	793	805	1011	783	1573	1676	1256	1329	804	869
AT2G38810	49	20	23	27	24	23	69	12	48	3	0	39
AT2G38820	143	60	89	49	37	12	35	12	4	51	3	49
AT2G38823	0	0	0	0	1	0	2	6	0	0	0	0
AT2G38830	0	0	9	33	52	37	17	32	39	69	25	65
AT2G38840	71	33	53	86	57	24	15	36	49	65	29	73
AT2G38860	2148	1223	1906	10843	8576	6575	4953	5117	5581	11725	9166	9421
AT2G38870	358	507	408	1245	2424	1534	1546	1702	2718	2579	1615	2187
AT2G38880	569	272	423	396	535	481	615	600	735	685	344	557
AT2G08980	0	0	0	0	0	0	0	0	0	0	0	0
AT2G38890	0	0	0	0	0	0	0	0	0	0	0	0
AT2G38900	0	0	0	0	0	0	0	0	0	0	0	0
AT2G38905	0	13	6	0	4	5	3	0	16	4	7	0
AT2G38910	0	0	0	0	0	0	0	0	0	0	0	0
AT2G38920	0	0	0	0	0	0	0	0	0	0	0	0
AT2G38940	55	14	10	46	41	42	37	10	47	53	8	18
AT2G38950	196	74	77	66	118	79	96	45	58	62	70	120
AT2G38960	102	47	82	122	68	96	62	78	96	121	62	134
AT2G08985	0	0	0	0	0	0	0	0	0	0	0	0
AT2G38970	133	167	275	138	103	121	20	35	113	156	94	151
AT2G38995	0	0	0	0	0	0	0	0	2	0	0	2
AT2G39000	114	107	179	57	96	79	174	131	120	115	87	142
AT2G08990	0	0	0	0	0	0	0	11	0	0	0	0
AT2G39010	32464	18515	27249	10303	16612	20164	20390	21820	16543	20018	8974	14143
AT2G39020	983	531	689	653	1150	630	1520	1994	1536	1130	706	909
AT2G39030	89	108	47	226	906	190	5118	9149	3842	355	411	402
AT2G39040	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39050	269	220	312	457	717	299	1599	2183	1522	371	476	631
AT2G08995	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39060	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39080	180	97	170	115	140	151	121	111	108	260	89	201
AT2G39090	84	32	83	71	39	15	20	30	16	55	28	15
AT2G39100	35	26	26	64	83	65	91	68	137	116	99	64
AT2G39110	0	0	10	0	0	0	0	0	0	0	0	0
AT2G39120	172	20	51	33	76	17	4	44	3	82	24	64
AT2G09000	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39130	408	103	323	218	129	233	278	154	180	240	180	288
AT2G09005	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39140	358	234	297	140	161	172	164	57	100	344	178	177
AT2G39160	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39170	927	437	536	398	501	489	412	465	313	856	414	439
AT2G09010	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39175	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39180	9	1	6	0	8	7	15	2	10	3	5	7
AT2G39190	207	86	226	98	45	146	61	29	49	139	44	62
AT2G39200	105	96	70	662	334	563	183	121	613	557	301	598
AT2G39210	371	195	255	1139	830	1078	768	1121	997	1405	859	1314
AT2G39220	95	53	4	70	64	110	41	47	40	98	70	57
AT2G09015	0	0	0	0	0	0	0	0	0	0	0	0
AT2G09020	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39230	7	10	3	21	13	2	0	0	4	22	12	4
AT2G39240	9	23	6	1	8	8	1	0	5	19	2	6
AT2G39250	518	324	504	275	330	485	884	348	392	603	267	599
AT2G39260	1173	424	1123	895	587	1482	825	730	1128	1011	619	958
AT2G39270	114	83	138	101	217	79	153	225	228	176	89	138
AT2G09025	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39280	87	53	68	12	18	75	24	21	35	79	32	18
AT2G39290	293	150	309	226	197	202	141	156	188	184	94	179
AT2G39300	31	1	25	12	32	29	43	48	58	35	25	28
AT2G39310	1	0	1	0	0	0	1	3	0	0	0	0
AT2G39320	6	0	1	0	5	6	15	15	13	7	0	8
AT2G39330	18	17	24	2	11	4	7	10	10	7	2	4
AT2G39340	199	75	207	222	74	119	207	80	174	138	113	194
AT2G09035	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39350	22	60	24	81	67	123	186	109	281	114	28	116
AT2G09040	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39355	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39360	303	198	232	202	188	258	37	62	174	276	151	261
AT2G39370	0	1	0	0	0	0	0	0	0	0	0	0
AT2G39375	50	8	19	15	38	27	25	17	7	37	24	16
AT2G39380	1	0	2	15	20	3	0	9	57	18	4	28
AT2G39390	2035	1063	1603	1441	1602	1788	1514	1370	1763	1830	878	1900
AT2G39400	474	217	407	831	357	315	112	147	159	593	272	680
AT2G39410	0	4	0	20	1	0	0	0	0	8	0	0
AT2G39415	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39420	185	179	288	918	1069	371	2208	2484	1979	425	733	648
AT2G09045	0	0	0	7	2	0	0	0	0	0	1	0
AT2G39430	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39435	38	36	0	77	54	16	19	50	20	84	11	36
AT2G39440	66	2	36	20	29	25	29	19	28	51	17	23
AT2G39445	45	38	5	0	21	28	5	15	12	27	1	16
AT2G39450	79	60	51	8	35	33	70	72	73	86	35	40
AT2G39460	4715	2984	4366	3073	3889	2656	2740	2352	3969	2831	1881	4348
AT2G39470	1686	1190	1735	199	255	533	205	143	178	779	160	249
AT2G39480	521	170	403	899	267	398	464	208	442	435	298	581
AT2G09050	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39490	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39500	386	202	296	117	356	194	138	302	364	414	174	327
AT2G09055	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39510	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39518	66	51	82	1667	1636	1038	1269	866	2666	868	947	1929
AT2G39520	0	0	0	0	0	0	0	0	0	0	0	1
AT2G39530	9	4	5	421	215	139	374	202	537	151	295	562
AT2G39540	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39550	56	51	30	94	46	43	66	15	82	38	68	76
AT2G39560	4	4	6	2	0	4	3	1	0	5	1	5
AT2G39570	573	302	426	515	439	590	884	853	722	759	358	574
AT2G39580	480	98	273	158	102	238	102	42	181	239	77	180
AT2G39590	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39600	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39610	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39620	0	5	0	0	3	4	0	9	7	0	0	3
AT2G39630	302	150	202	92	136	155	179	162	176	188	141	157
AT2G39640	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39650	72	17	69	480	290	324	209	188	300	358	275	416
AT2G39660	103	63	143	216	337	206	112	95	134	319	93	252
AT2G39670	565	198	248	109	112	115	84	42	96	159	103	164
AT2G39675	310	198	171	213	264	217	180	161	193	436	253	308
AT2G39681	305	165	192	53	144	112	146	141	117	130	56	193
AT2G39690	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39700	198	166	70	64	141	100	54	79	66	379	114	123
AT2G09060	0	0	0	0	0	0	0	0	0	0	0	0
AT2G09065	0	0	0	0	0	0	0	0	0	0	0	0
AT2G09070	0	0	0	0	0	0	0	0	0	0	0	0
AT2G09075	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39705	337	170	255	119	85	219	82	41	38	187	41	138
AT2G39710	729	273	389	413	309	314	66	96	50	609	444	466
AT2G39720	325	190	252	178	231	211	153	199	205	266	150	380
AT2G39725	29	42	19	3	62	39	59	54	59	79	8	29
AT2G39730	203929	43874	117572	68119	27531	44258	41352	17158	30052	75759	27202	71539
AT2G39740	173	83	119	193	124	165	176	111	217	203	92	184
AT2G39750	561	180	465	294	251	217	305	158	282	199	187	447
AT2G39760	252	105	136	84	197	211	322	140	198	285	63	147
AT2G09080	18	0	0	10	0	0	0	0	0	1	0	0
AT2G39770	1421	686	1539	2044	1398	1507	6996	2966	3334	1327	1375	2284
AT2G39780	204	184	160	179	128	185	182	216	298	240	110	167
AT2G39782	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39790	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39795	284	76	148	121	77	125	51	113	102	150	73	138
AT2G39800	590	561	569	370	806	722	1283	2689	944	1292	609	917
AT2G39805	506	214	386	782	609	476	479	459	620	479	465	867
AT2G39810	546	183	316	363	257	265	272	241	301	347	138	375
AT2G39820	0	0	0	10	7	2	5	3	3	0	8	13
AT2G39830	15	3	5	8	16	18	41	25	44	26	21	35
AT2G39840	463	213	314	459	467	311	179	234	410	436	351	462
AT2G39850	217	114	123	58	95	164	45	238	144	165	102	84
AT2G39851	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39855	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39860	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39865	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39870	157	31	136	78	97	108	40	36	55	91	77	69
AT2G39880	20	3	10	0	7	13	0	0	0	0	6	10
AT2G39885	0	5	0	0	0	0	0	0	0	0	0	0
AT2G09085	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39890	36	65	46	26	52	51	71	10	38	79	4	31
AT2G39900	529	262	330	194	188	159	113	76	64	208	132	157
AT2G39910	56	33	24	50	34	22	27	22	21	14	13	40
AT2G39920	595	307	418	170	219	244	187	189	121	493	277	325
AT2G39930	253	289	173	13	146	174	84	192	65	421	107	89
AT2G09090	2	0	0	9	1	0	1	0	0	1	0	1
AT2G39940	1162	481	1083	1445	898	964	540	425	728	945	794	1704
AT2G39950	494	310	418	481	445	396	343	370	391	708	432	663
AT2G39960	325	287	369	343	395	391	252	233	401	440	268	422
AT2G39970	233	242	313	367	484	334	346	519	415	368	424	455
AT2G39980	218	182	220	273	255	210	254	411	266	382	102	389
AT2G39975	0	0	0	0	0	0	0	0	0	0	0	0
AT2G09095	0	0	0	0	0	0	0	0	0	0	0	0
AT2G09100	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39990	623	285	406	331	418	406	304	437	523	464	327	613
AT2G40000	372	193	379	742	295	330	110	154	137	291	307	641
AT2G40004	0	0	0	0	0	0	1	0	0	1	0	6
AT2G09105	0	0	0	0	0	0	0	0	0	0	0	0
AT2G40008	0	0	0	0	0	0	0	0	0	0	0	0
AT2G40010	116	37	111	43	14	22	12	0	38	6	12	43
AT2G40020	334	200	342	198	314	266	137	370	272	575	388	362
AT2G40030	18	14	38	19	3	24	19	0	12	26	4	15
AT2G40050	1	0	0	0	0	0	0	0	0	0	0	0
AT2G40060	1295	1301	1363	1232	2016	1576	1093	1582	1649	1807	963	1449
AT2G40070	136	86	107	61	40	76	106	17	34	71	29	58
AT2G40080	2665	2934	3042	2003	4757	3349	3039	4028	2992	5702	3607	4724
AT2G09110	0	0	0	0	0	0	0	0	0	0	0	0
AT2G40085	134	76	44	10	54	27	19	24	7	125	20	75
AT2G40090	39	8	31	10	34	24	51	53	11	76	30	13
AT2G40095	124	69	170	1011	781	516	399	197	582	703	539	796
AT2G40100	56	104	99	20	59	24	6	11	12	35	11	51
AT2G40110	103	68	82	53	73	71	31	43	10	94	37	66
AT2G40113	12	1	0	2	13	7	8	6	43	12	4	33
AT2G40116	0	0	0	0	0	0	0	0	0	0	0	0
AT2G40120	38	15	13	36	32	47	24	2	7	48	23	30
AT2G09115	0	0	0	0	0	0	0	0	0	7	0	0
AT2G40130	253	98	153	170	62	115	51	27	73	85	47	204
AT2G40140	645	335	598	6518	3763	3560	3130	2672	3868	4444	4086	6576
AT2G40150	16	1	4	0	4	3	0	0	9	0	0	6
AT2G40160	4	0	0	0	0	0	0	0	0	0	3	0
AT2G40165	17	15	14	12	2	0	0	2	1	8	0	21
AT2G40170	0	0	1	25	5	12	14	12	26	4	0	26
AT2G40180	0	0	4	20	45	41	6	6	26	14	34	21
AT2G40190	61	25	33	9	18	24	36	3	2	23	19	19
AT2G40200	16	21	12	15	38	1	15	65	19	17	44	3
AT2G40205	1413	941	838	437	1092	794	516	724	950	1324	468	743
AT2G40210	0	0	0	0	0	0	0	0	0	0	0	0
AT2G40220	0	0	0	0	0	0	0	0	0	0	0	0
AT2G09120	0	0	0	0	0	0	0	0	0	0	0	0
AT2G09125	0	0	0	0	0	0	0	0	0	0	0	0
AT2G40230	47	29	29	18	40	43	0	36	28	117	32	68
AT2G40240	128	89	112	66	152	118	68	59	96	174	66	104
AT2G40250	0	0	0	0	0	0	0	0	0	0	0	0
AT2G40260	85	17	47	19	2	20	35	12	29	22	23	23
AT2G09130	0	0	0	0	0	0	0	0	0	0	0	0
AT2G09135	0	0	0	0	0	0	0	0	0	0	0	0
AT2G40270	504	383	491	762	1076	627	955	888	1143	991	724	1045
AT2G09140	0	0	0	0	0	0	0	0	0	0	0	0
AT2G40280	190	57	55	39	69	33	73	56	74	76	56	110
AT2G40290	768	411	485	588	457	559	518	610	562	695	306	754
AT2G40300	687	373	776	193	415	256	108	115	184	430	144	302
AT2G40310	0	0	0	0	0	0	0	0	0	0	0	0
AT2G40316	190	98	237	167	152	86	154	71	134	150	118	128
AT2G40320	6	6	14	33	24	25	10	8	20	2	4	5
AT2G40330	45	2	60	147	39	151	7	3	4	152	61	184
AT2G40340	105	60	65	100	210	146	213	275	569	103	186	253
AT2G40350	11	14	49	35	24	34	70	61	24	37	24	88
AT2G40360	208	195	194	206	464	354	316	780	532	670	302	320
AT2G40370	0	0	2	0	0	0	0	0	0	0	5	0
AT2G40380	452	224	293	316	304	293	180	256	243	308	154	270
AT2G40390	33	28	14	0	8	24	13	0	1	35	13	24
AT2G40400	768	217	384	105	106	239	39	89	208	294	55	209
AT2G40410	446	211	398	289	262	305	260	163	288	413	347	437
AT2G40420	166	53	79	49	83	49	9	92	52	65	34	44
AT2G40430	1426	825	1263	380	826	1041	923	1328	1159	1334	640	998
AT2G40435	78	23	2	14	27	15	67	91	23	52	13	28
AT2G40440	0	0	0	0	0	0	0	0	0	0	0	0
AT2G09150	0	0	0	0	0	0	0	0	0	0	0	0
AT2G40450	0	0	0	0	0	0	0	0	16	0	0	0
AT2G09155	0	0	0	0	0	0	0	0	0	0	0	0
AT2G40460	196	52	63	72	217	104	471	372	286	266	72	100
AT2G40470	0	0	0	0	0	3	1	0	0	0	0	0
AT2G40475	896	735	521	287	949	759	562	508	530	1548	510	964
AT2G40480	145	146	221	102	34	115	43	11	63	97	29	99
AT2G40490	2218	786	1426	1305	677	872	320	304	510	1410	599	1455
AT2G40500	0	0	0	0	0	0	0	0	0	0	0	0
AT2G40510	2650	2101	3528	3054	2376	1691	3162	1371	2423	1632	1284	3119
AT2G40520	111	51	129	340	201	193	90	89	216	301	176	279
AT2G40530	55	31	41	37	34	20	4	10	10	53	11	26
AT2G40540	345	184	214	54	67	91	89	16	26	101	69	44
