	mock_1	mock_2	mock_3	SUPP1331_1	SUPP1331_2	SUPP1331_3	DC3000_1	DC3000_2	DC3000_3	delta_1	delta_2	delta_3
AT1G75700	8	0	8	0	1	2	0	0	0	5	0	0
AT1G75710	143	130	137	316	316	346	281	110	235	393	233	434
AT1G75717	0	0	0	0	0	0	0	0	0	0	0	0
AT1G75720	9	3	5	3	0	0	0	6	0	2	0	10
AT1G75730	215	94	135	183	64	193	87	61	110	143	27	144
AT1G75740	0	0	0	0	0	0	0	0	0	0	0	0
AT1G75750	10610	8962	10112	1726	4000	2905	2179	1879	1718	5732	2271	4511
AT1G75760	273	151	286	171	227	259	90	212	144	421	219	394
AT1G75770	155	8	36	66	96	52	46	27	40	82	61	60
AT1G75780	187	58	91	50	75	58	45	31	109	65	22	62
AT1G75785	0	0	0	0	1	0	0	0	0	0	0	0
AT1G75790	0	0	0	0	0	0	0	0	0	0	0	0
AT1G75800	1668	1030	1369	401	652	781	989	823	858	970	288	622
AT1G75810	244	176	209	293	494	237	222	167	245	373	259	432
AT1G75820	618	335	541	283	362	282	197	139	151	404	242	349
AT1G09577	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09583	0	0	0	0	0	0	0	0	0	0	0	0
AT1G75830	16	0	0	0	2	0	0	0	0	0	1	2
AT1G75840	2206	1091	1946	911	1052	882	774	612	708	1344	783	1292
AT1G75850	210	64	68	98	82	69	143	111	169	215	109	113
AT1G75860	587	323	456	512	406	521	270	295	536	431	392	603
AT1G75870	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09587	0	0	0	0	0	0	0	0	0	0	0	0
AT1G75880	7	13	3	2	11	14	5	24	8	15	18	18
AT1G75890	2	0	0	0	0	0	0	0	0	0	0	0
AT1G75891	0	13	15	0	1	0	0	6	17	4	7	19
AT1G09593	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09597	0	0	0	0	0	0	0	0	0	0	0	0
AT1G75900	345	478	324	46	177	96	87	105	78	130	37	118
AT1G75910	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09603	0	0	0	0	0	0	0	0	0	0	0	0
AT1G75920	0	0	0	0	0	0	0	1	0	0	0	0
AT1G75930	0	0	0	0	0	0	0	0	0	0	0	0
AT1G75940	0	0	0	0	0	0	0	0	0	0	0	0
AT1G75945	716	346	547	641	525	514	647	547	571	722	460	904
AT1G75950	4977	3336	5227	4757	6636	4081	5575	4880	5568	4931	3394	6399
AT1G75960	97	15	47	4	3	18	5	15	14	87	21	6
AT1G75970	0	0	0	0	0	0	0	0	0	0	0	0
AT1G75980	67	103	131	55	54	66	55	38	42	49	42	63
AT1G75990	243	133	224	406	478	432	233	183	363	272	177	454
AT1G76000	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76010	7811	2426	5409	6868	4682	4516	4695	3338	4634	6732	3707	7991
AT1G76020	199	118	141	51	137	66	126	67	94	201	49	104
AT1G76030	2679	826	1696	1421	1437	1210	1193	936	1322	1641	937	1500
AT1G76040	193	117	145	816	1289	878	777	1439	1397	1547	1094	1049
AT1G76050	136	32	43	35	52	38	25	22	48	48	40	32
AT1G76060	150	114	157	59	198	107	96	298	112	292	196	186
AT1G76065	33	11	3	14	27	14	29	48	32	6	10	9
AT1G76062	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76070	60	30	73	362	591	251	1460	1809	1629	361	437	372
AT1G76080	2040	1712	2131	315	573	579	455	566	363	976	306	471
AT1G76090	198	112	163	139	140	123	416	262	189	139	103	222
AT1G76100	2246	1069	1896	373	460	730	267	302	384	926	307	599
AT1G76110	350	130	160	122	70	133	45	15	34	189	96	141
AT1G76120	40	9	68	40	20	56	17	16	17	45	18	67
AT1G76130	118	76	152	97	142	108	283	416	263	178	98	206
AT1G09607	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76135	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76140	186	108	206	104	145	206	216	117	130	172	79	149
AT1G76150	248	127	225	141	188	158	170	103	106	209	114	220
AT1G76160	1354	808	990	555	673	857	1098	959	792	918	418	834
AT1G76170	27	22	13	9	5	22	0	1	6	4	4	1
AT1G76180	28168	19873	19771	24261	40352	35628	26590	43116	34002	54707	32678	42761
AT1G76185	28	33	53	99	78	106	112	51	89	97	82	135
AT1G76190	0	7	0	5	4	0	10	0	0	39	0	27
AT1G76200	1335	1062	1127	919	1558	987	1023	1070	1040	1615	1051	1504
AT1G76210	0	0	0	1	1	3	0	7	1	8	2	3
AT1G76220	0	2	0	0	0	1	0	1	0	9	0	0
AT1G76230	0	0	2	0	0	0	0	0	1	0	0	0
AT1G09613	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76240	77	23	45	22	15	24	23	4	46	76	0	15
AT1G76250	0	0	14	0	3	0	0	3	0	0	0	6
AT1G76260	28	26	0	19	22	40	13	6	23	25	1	9
AT1G76270	89	44	24	37	19	23	9	50	40	71	71	16
AT1G76280	49	31	102	18	21	29	20	7	21	19	34	26
AT1G76290	0	0	0	0	0	0	0	0	0	0	1	5
AT1G76300	325	283	362	199	377	193	260	256	399	382	110	281
AT1G76310	34	4	29	0	0	1	0	1	6	6	12	13
AT1G76320	112	39	53	65	35	72	21	29	40	57	45	45
AT1G76330	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76340	129	126	188	139	81	134	75	112	99	160	108	158
AT1G76350	214	67	253	145	136	133	96	78	121	158	75	205
AT1G09617	8	0	0	0	0	0	2	0	0	0	0	8
AT1G76360	421	284	285	344	457	522	472	393	563	517	190	397
AT1G09623	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76370	0	0	0	0	0	0	0	0	4	0	0	0
AT1G76380	54	25	19	27	43	56	45	130	101	52	23	36
AT1G09627	0	0	0	0	0	0	0	3	0	0	0	0
AT1G76390	48	36	37	70	75	64	102	184	157	108	64	56
AT1G76400	339	101	182	49	130	121	68	100	71	157	64	136
AT1G76405	104	39	37	3	68	37	18	19	39	66	2	23
AT1G76410	13	3	5	0	10	0	0	0	0	14	0	6
AT1G76420	0	3	0	0	0	0	0	0	0	0	1	1
AT1G76430	0	0	0	1	1	14	0	0	0	5	0	4
AT1G76440	38	9	49	28	7	28	14	8	30	44	15	50
AT1G76450	349	215	238	76	134	96	62	58	107	232	38	57
AT1G76460	253	119	169	193	330	273	191	315	234	368	85	216
AT1G76465	0	0	0	0	0	0	4	0	0	3	9	9
AT1G76470	0	0	0	0	0	0	0	28	31	0	2	4
AT1G76480	0	2	0	0	0	0	0	0	9	0	0	0
AT1G76490	6079	2235	3998	4521	4277	3480	6199	5176	5633	4814	3091	5599
AT1G76500	0	0	0	0	3	0	0	0	0	0	1	0
AT1G76510	71	81	125	80	62	116	34	76	56	108	111	169
AT1G76520	818	415	516	406	750	471	1769	1595	1474	703	487	574
AT1G76530	10	1	18	13	20	4	1	0	0	0	0	0
AT1G76540	18	21	36	0	4	0	0	6	0	6	0	0
AT1G76550	137	58	62	105	66	127	40	68	191	170	140	169
AT1G76560	68	85	65	84	200	135	98	250	115	223	168	115
AT1G76570	88	49	44	36	39	39	45	91	45	34	24	11
AT1G76580	309	187	346	293	227	618	770	579	658	472	236	395
AT1G09633	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76590	485	204	273	691	822	489	1865	1757	1634	812	567	639
AT1G76600	28	75	62	366	856	278	724	1790	2102	401	518	405
AT1G76610	0	3	0	0	0	0	0	4	9	9	0	7
AT1G76620	47	28	29	164	239	126	186	188	220	334	146	206
AT1G76630	22	25	34	25	21	28	4	12	32	30	17	25
AT1G76640	5	3	5	1	26	16	541	608	611	31	21	2
AT1G76650	95	88	101	1318	2175	986	3997	4228	3595	1293	984	1175
AT1G76660	183	81	100	154	166	131	206	116	149	246	98	193
AT1G76670	233	228	220	130	150	199	212	90	228	207	82	136
AT1G76680	308	140	176	334	554	429	690	956	1271	592	248	506
AT1G76690	20	58	31	27	52	16	78	94	102	24	25	60
AT1G76700	168	88	95	326	276	206	189	158	139	250	178	301
AT1G09637	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09647	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76705	41	8	19	50	16	23	46	29	65	39	24	78
AT1G76710	26	13	49	34	45	37	56	54	63	53	31	55
AT1G76720	529	72	248	167	34	203	46	47	50	232	63	68
AT1G09653	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76728	0	0	0	0	0	0	0	8	0	0	0	0
AT1G76730	212	128	138	86	122	120	122	55	120	210	52	116
AT1G76740	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76750	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09657	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76760	27	0	4	65	42	4	18	4	36	64	36	34
AT1G09663	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09667	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76770	4	0	16	0	7	1	5	15	0	12	1	10
AT1G76780	267	35	195	208	23	241	65	42	154	169	90	122
AT1G09673	0	0	0	0	0	0	0	2	0	0	0	0
AT1G76790	1182	900	972	1234	2201	1066	5159	4930	3776	2082	997	859
AT1G76800	267	165	283	84	166	152	42	36	48	219	49	110
AT1G76810	13577	3433	8546	10309	4750	15211	7797	8014	9595	13641	5668	8529
AT1G76820	414	85	277	52	79	284	140	100	79	269	56	113
AT1G76830	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76840	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76850	662	179	541	553	244	439	218	217	372	507	375	358
AT1G09677	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76860	413	252	194	273	531	361	382	530	410	555	249	419
AT1G76870	27	35	34	16	22	24	13	20	18	62	23	19
AT1G76878	78	22	35	27	15	16	7	14	8	49	30	25
AT1G76880	661	394	495	222	465	527	99	271	240	957	220	426
AT1G76890	870	228	484	150	138	433	72	162	85	412	109	308
AT1G76892	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76900	376	269	264	372	629	532	178	366	418	525	397	527
AT1G09683	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76910	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09687	1	1	26	0	12	1	33	8	15	10	1	7
AT1G09693	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76920	1415	885	1442	1698	1957	1484	1735	1289	1659	2182	1484	2464
AT1G76930	480	139	445	3154	1765	4113	6873	1837	7306	2312	1626	5583
AT1G76940	89	47	135	94	71	77	112	38	72	90	52	113
AT1G76950	69	37	116	187	88	72	107	83	165	133	103	190
AT1G76952	5	2	0	0	0	0	0	0	0	0	0	0
AT1G76954	0	0	0	0	0	0	0	0	0	0	0	8
AT1G76955	945	693	834	238	365	219	118	246	130	447	317	320
AT1G76960	992	1469	689	446	1077	309	75	445	158	443	605	278
AT1G76965	7	0	0	0	0	0	0	0	13	0	5	2
AT1G76970	265	125	200	1866	1103	757	749	456	1328	1769	1131	1466
AT1G76980	183	113	111	691	1095	506	457	740	836	684	695	772
AT1G09697	0	0	0	0	0	0	0	3	0	0	0	0
AT1G76990	1207	421	1182	565	772	777	930	893	735	857	574	805
AT1G76994	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77000	121	80	107	91	70	60	48	127	25	99	42	53
AT1G77010	18	1	5	0	3	7	8	0	0	16	0	2
AT1G77020	9	17	1	0	21	1	0	0	5	7	0	3
AT1G77040	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77030	515	240	406	211	377	383	319	475	638	620	249	518
AT1G77060	195	58	101	12	29	39	88	44	10	43	1	37
AT1G77080	938	588	1013	819	679	622	590	380	440	506	468	632
AT1G77090	433	324	267	112	179	129	106	87	141	277	112	139
AT1G77093	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09703	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77100	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77110	0	6	22	24	17	25	0	8	29	15	3	0
AT1G77120	82	127	62	54	346	307	1336	1511	892	540	200	230
AT1G77122	133	104	76	28	86	69	46	71	58	113	44	35
AT1G09713	0	0	0	0	0	0	0	0	0	1	0	0
AT1G77130	278	116	236	334	92	170	262	121	226	230	97	246
AT1G77138	5	1	0	0	0	1	0	0	0	0	0	0
AT1G77140	191	97	99	128	196	249	137	151	275	284	161	221
AT1G77145	67	70	66	46	92	67	12	45	30	83	58	30
AT1G77150	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77160	0	0	0	0	0	0	0	0	0	0	0	1
AT1G77170	105	76	22	47	73	56	50	38	17	93	34	55
AT1G77180	1128	668	1392	1020	1064	2268	1064	1662	1736	1852	705	1570
AT1G77190	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77200	4	6	0	2	2	3	1	0	3	9	0	18
AT1G77210	134	100	231	21	21	73	6	10	9	95	17	62
AT1G77220	158	104	189	135	176	178	131	134	178	199	92	180
AT1G77230	209	25	66	90	67	50	46	32	47	72	24	82
AT1G77235	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77240	4	0	0	4	0	0	0	0	0	0	0	2
AT1G77250	42	10	31	16	15	40	1	45	0	34	8	18
AT1G77260	583	262	385	418	324	505	389	495	426	529	215	417
AT1G77270	3	3	1	14	0	11	2	0	4	28	1	12
AT1G77280	316	128	211	730	467	469	1018	972	897	626	510	924
AT1G77290	64	42	46	62	44	37	20	28	62	34	23	47
AT1G77300	100	50	88	66	66	143	102	148	124	214	87	95
AT1G77310	14	28	5	0	13	11	0	10	0	4	0	2
AT1G77320	17	17	9	16	3	17	21	17	2	22	2	23
AT1G77330	14	11	34	23	42	15	55	7	37	21	56	50
AT1G77340	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77350	121	65	94	60	126	67	84	102	91	116	51	103
AT1G77360	4	3	18	5	14	11	11	14	38	23	19	5
AT1G77370	435	404	438	547	1072	466	978	1157	1075	712	508	566
AT1G77380	13	2	2	0	10	16	18	6	15	13	1	17
AT1G09717	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09723	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77390	0	5	3	22	9	0	0	3	0	2	2	0
AT1G77400	286	118	113	93	53	138	57	43	59	93	32	71
AT1G77405	1	7	0	0	6	25	0	12	5	3	1	1
AT1G77410	18	0	8	0	12	0	2	0	14	7	0	1
AT1G77420	41	71	38	84	130	59	67	215	162	59	90	64
AT1G77440	882	539	522	919	1154	820	1150	986	1194	937	637	878
AT1G09733	0	0	0	0	0	0	1	0	0	0	0	0
AT1G77450	92	25	40	195	438	223	922	1088	1251	320	242	388
AT1G77460	220	80	117	108	26	61	18	35	36	46	22	22
AT1G77470	68	66	78	84	58	75	90	46	124	44	62	104
AT1G77480	198	62	133	38	130	53	44	33	77	131	53	165
AT1G77490	569	434	656	117	294	353	233	274	286	325	195	323
AT1G77500	140	29	72	699	482	483	329	294	639	555	434	412
AT1G77510	1580	903	1103	3221	2524	2000	1233	1165	1797	1956	1922	3304
AT1G77520	0	12	1	2	12	0	10	0	5	0	0	3
AT1G77525	0	0	0	0	0	1	8	7	0	0	4	0
AT1G77530	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77540	57	69	96	56	107	58	54	98	92	76	96	79
AT1G77550	77	39	64	24	70	33	61	48	69	75	73	107
AT1G77560	0	0	3	0	0	0	0	0	0	0	0	0
AT1G77570	13	12	10	4	1	7	16	24	33	17	29	18
AT1G77580	102	49	114	7	22	21	9	8	7	117	6	25
AT1G77590	245	215	244	115	193	292	91	247	192	327	172	228
AT1G77600	253	64	115	44	35	88	145	76	83	92	59	87
AT1G77610	174	62	114	153	144	164	120	136	147	200	151	250
AT1G77620	31	23	4	1	5	11	4	18	11	26	7	17
AT1G09737	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77630	113	23	128	42	22	27	25	2	15	24	4	24
AT1G77640	0	0	0	1	0	0	0	0	0	0	5	4
AT1G77650	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77655	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77660	23	24	46	113	86	38	56	140	90	110	92	103
AT1G77670	419	243	367	183	389	325	304	280	387	420	206	376
AT1G77680	547	283	647	584	486	640	805	485	796	754	428	744
AT1G77682	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09743	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09747	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77690	92	38	91	38	55	96	22	17	46	82	15	92
AT1G77700	36	8	0	14	53	47	30	23	7	58	6	25
AT1G77710	927	865	661	248	923	467	628	769	628	1039	376	461
AT1G09753	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77720	6	22	19	8	13	13	5	24	29	2	13	20
AT1G77730	0	0	0	0	0	0	0	1	0	0	0	0
AT1G77740	3198	1052	2066	2070	1261	2220	1152	1218	1547	1926	1342	2647
AT1G77750	279	243	284	144	278	206	258	223	285	301	143	163
AT1G77760	392	176	529	3205	2242	4084	12551	5007	7316	3725	1640	5159
AT1G77765	12	8	9	22	16	47	16	13	16	22	23	40
AT1G77770	132	128	197	543	515	455	489	318	474	413	281	713
AT1G77780	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77790	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77800	517	224	484	391	144	462	400	320	530	384	206	375
AT1G09757	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77810	710	289	611	3000	2076	2030	1082	772	1789	1781	1610	2238
AT1G77815	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77830	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77840	543	430	517	497	700	509	419	537	575	730	458	823
AT1G77850	687	174	510	569	438	327	171	111	140	626	244	739
AT1G77855	22	17	26	2	9	19	14	30	0	51	0	6
AT1G09763	2	0	0	0	0	0	0	0	0	0	0	0
AT1G77860	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77870	17	0	2	0	4	4	0	0	0	3	0	0
AT1G77880	2	0	14	4	18	0	0	36	19	28	9	2
AT1G77885	79	64	32	66	282	64	530	1174	549	171	149	95
AT1G77890	6	15	11	23	23	42	64	40	37	26	44	28
AT1G77910	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09767	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77920	86	100	73	205	246	118	345	388	400	238	92	203
AT1G77930	232	276	260	175	542	286	179	339	217	648	216	291
AT1G77932	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77940	2213	1051	1354	765	1932	1665	1239	1395	1724	2080	1038	1863
AT1G77950	0	3	0	0	0	0	0	0	0	0	0	0
AT1G77960	221	73	125	33	12	33	39	6	24	62	35	57
AT1G77980	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77990	126	96	56	22	41	21	2	12	19	48	33	41
AT1G77992	2	0	0	0	0	0	0	0	0	2	0	8
AT1G78000	62	27	26	100	45	36	23	65	182	15	7	52
AT1G78010	122	94	49	41	62	97	32	20	33	71	58	48
AT1G78020	3149	2537	2776	501	1062	1203	724	588	464	1404	595	913
AT1G78030	74	86	116	22	35	31	14	13	21	15	9	24
AT1G09773	3	0	3	0	0	1	0	5	0	0	8	0
AT1G78040	14964	10493	10415	7409	14579	10465	9383	8779	10673	18349	9083	11608
AT1G78050	2	3	11	4	18	26	25	32	62	40	12	26
AT1G78060	426	203	250	29	122	105	47	96	104	234	60	85
AT1G09777	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78070	2884	1269	1643	1222	1058	2104	4688	2705	3144	1960	920	1882
AT1G78080	3444	1788	2257	3482	3699	3083	5181	5299	5021	5145	2442	4638
AT1G78090	7	0	0	0	0	4	2	0	0	6	0	1
AT1G78100	265	228	186	57	46	46	29	45	48	75	90	70
AT1G78110	332	124	272	154	149	183	56	96	64	252	37	149
AT1G78120	20	1	27	58	33	47	16	24	29	87	0	77
AT1G09783	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78130	8	9	0	11	3	8	4	12	0	11	2	1
AT1G78140	100	65	119	35	78	61	25	36	62	98	24	62
AT1G78150	2097	685	1474	1595	1266	1025	1078	864	897	1747	889	1500
AT1G78160	0	0	0	0	0	0	0	0	0	1	0	0
AT1G78170	72	54	30	20	10	14	14	3	24	43	29	8
AT1G78172	9	10	11	8	6	0	14	7	12	20	17	8
AT1G78180	80	12	51	15	15	16	6	4	18	19	7	11
AT1G78190	31	4	18	44	66	21	38	32	32	37	21	26
AT1G78200	828	510	1118	2015	1510	784	794	794	1403	1127	1326	1798
AT1G09787	4	3	0	0	3	0	0	0	0	1	10	3
AT1G78206	0	0	0	0	2	5	0	0	0	0	0	0
AT1G78210	124	133	149	74	192	127	233	307	340	271	107	164
AT1G78220	0	0	0	6	0	0	1	0	0	2	0	0
AT1G09793	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09797	3	17	15	15	31	38	5	13	23	21	10	8
AT1G78230	49	82	48	1	14	18	10	11	20	18	4	47
AT1G78240	383	174	255	154	214	164	224	273	284	305	167	206
AT1G78250	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78260	2	6	0	1	3	1	0	12	1	0	2	0
AT1G78265	111	59	73	124	97	165	97	84	121	186	101	202
AT1G78270	132	40	141	12	13	29	8	4	1	40	5	12
AT1G78280	98	50	83	66	84	43	157	108	164	80	63	95
AT1G78290	85	57	38	19	10	8	15	3	17	8	2	15
AT1G09803	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78300	2882	1230	1997	2516	2890	1854	1061	1263	2431	3141	1954	2977
AT1G78310	28	14	50	76	50	59	40	17	45	158	18	122
AT1G09807	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78320	1	7	0	0	0	12	3	3	2	4	2	6
AT1G78340	0	1	0	0	2	0	1	9	1	0	0	16
AT1G78360	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78370	12822	5880	6350	5611	4464	2163	2163	2234	2023	6870	4044	3519
AT1G78380	14144	9565	9642	27203	37298	14450	51074	65463	71371	28093	27709	28851
AT1G78390	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78400	0	0	0	0	0	0	0	0	13	0	0	0
AT1G78410	67	33	23	471	834	366	70	131	171	646	366	441
AT1G78420	181	82	210	222	260	375	232	214	311	298	145	229
AT1G78430	15	11	10	4	4	2	1	3	3	9	3	17
AT1G78440	7	1	1	0	6	2	0	0	0	0	0	3
AT1G78450	299	201	290	44	31	46	13	5	15	107	28	81
AT1G78460	2169	525	1782	1731	886	1115	931	489	796	1721	711	1200
AT1G09813	0	0	0	0	0	0	0	0	0	1	0	0
AT1G78470	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78476	10	10	17	0	1	0	0	4	1	2	0	4
AT1G78478	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09817	0	0	5	0	0	0	0	1	0	0	0	0
AT1G78480	14	10	14	0	3	1	2	18	14	11	8	1
AT1G78490	120	83	68	34	48	33	160	107	60	50	48	26
AT1G78500	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78510	354	248	281	138	207	197	142	146	172	329	113	238
AT1G78520	0	0	0	0	0	0	1	0	1	0	0	0
AT1G78530	1	3	2	0	8	1	0	0	1	0	0	2
AT1G78540	22	7	14	2	7	36	2	6	19	4	7	30
AT1G78550	36	33	41	70	95	71	50	66	35	137	52	89
AT1G78560	147	150	145	124	109	122	133	113	57	107	104	165
AT1G78570	467	317	500	894	633	677	1593	979	1274	770	605	727
AT1G09823	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78580	100	31	49	39	31	58	35	61	31	57	23	17
AT1G09827	2	0	0	1	1	1	0	0	0	0	8	11
AT1G78590	81	27	138	53	81	79	73	38	43	72	31	79
AT1G78600	1367	436	833	509	512	798	710	557	835	1149	266	672
AT1G78610	102	210	139	116	254	144	338	397	299	185	198	180
AT1G78620	552	334	533	258	391	306	142	281	317	304	143	320
AT1G78630	1457	891	1420	253	666	702	495	381	569	944	390	695
AT1G78635	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78640	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78650	97	57	80	95	69	142	68	54	54	151	52	67
AT1G78660	377	253	471	414	531	310	837	760	624	403	339	312
AT1G78670	277	204	200	41	143	84	99	227	88	111	38	94
AT1G78680	889	782	1233	272	501	338	983	944	785	492	223	323
AT1G78690	3	8	18	2	20	2	9	7	0	3	0	1
AT1G78700	1	32	24	25	63	44	67	41	45	73	45	35
AT1G78710	0	0	0	0	4	9	0	0	0	0	0	0
AT1G78720	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78730	82	14	86	30	10	21	12	4	9	12	9	32
AT1G78740	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78750	7	1	0	1	0	0	0	0	0	5	0	9
AT1G78760	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78770	7	6	6	0	11	0	6	1	8	10	6	10
AT1G78780	2	12	9	11	6	0	13	5	10	6	0	4
AT1G78790	81	56	122	93	76	32	103	70	99	58	53	83
AT1G78800	124	101	151	158	108	209	77	94	158	159	70	103
AT1G78810	14	50	30	63	17	32	13	21	20	34	14	35
AT1G78815	6	7	0	7	0	0	0	6	0	0	0	0
AT1G78820	233	102	96	8	54	102	14	10	20	158	39	55
AT1G78830	472	259	806	209	292	379	81	145	141	263	94	409
AT1G78840	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78850	418	234	572	598	659	752	467	391	758	920	434	932
AT1G78860	7	0	0	14	7	13	0	7	13	6	16	9
AT1G78865	0	0	0	0	0	0	0	0	0	0	0	5
AT1G09833	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78870	418	144	226	241	247	238	289	212	357	346	127	197
AT1G78880	529	278	589	534	447	592	411	282	439	776	424	806
AT1G78890	247	123	184	21	78	54	51	32	63	125	46	87
AT1G78895	27	74	51	237	230	169	219	167	213	248	201	194
AT1G78900	10849	5737	9037	7238	6451	6683	6618	4720	7456	8792	5894	10023
AT1G78910	33	10	14	6	4	8	20	6	6	10	16	15
AT1G78915	117	96	89	20	107	124	50	70	55	203	56	58
AT1G09837	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78920	728	240	418	583	324	445	489	331	585	495	236	601
AT1G78922	0	1	10	0	4	0	16	20	0	11	0	5
AT1G78930	93	62	96	21	75	49	86	46	58	59	17	68
AT1G78940	10	11	0	0	5	5	0	16	0	0	2	0
AT1G78950	0	0	22	0	0	0	0	0	0	0	0	0
AT1G78955	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78960	155	32	115	14	34	63	49	32	45	50	33	82
AT1G78970	40	3	26	20	0	2	0	0	0	4	2	2
AT1G78980	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78990	52	18	20	2	20	11	0	0	0	0	0	0
AT1G78995	995	592	880	183	254	406	140	51	142	723	120	239
AT1G79000	162	101	188	139	91	185	110	119	105	207	72	133
AT1G79010	1033	614	951	481	633	409	625	502	687	736	304	572
AT1G79020	15	19	105	84	83	27	71	56	70	34	32	37
AT1G79030	129	49	97	43	64	69	18	34	32	47	1	44
AT1G79040	44747	38802	57293	14049	30709	21689	21410	17464	17359	30958	16565	22834
AT1G79050	596	264	299	179	258	263	141	223	184	435	178	174
AT1G09843	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79060	13	5	1	17	0	15	1	0	3	0	0	15
AT1G79070	151	49	22	71	66	24	11	35	23	149	61	72
AT1G79075	1118	827	593	252	775	364	355	758	470	1135	371	355
AT1G79080	273	105	164	70	142	115	36	54	71	157	94	138
AT1G79090	1361	409	1144	1088	676	721	756	413	710	935	575	1096
AT1G79100	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79103	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79110	513	438	462	102	108	243	36	44	51	184	116	97
AT1G79120	11	5	7	0	11	5	0	12	0	12	0	11
AT1G09847	0	0	0	0	0	0	0	0	0	0	0	0
