	DC3000 - mock	SUPP1331 - mock	delta - mock
AT1G05470	-4.96917496250584	-2.57790959492888	-1.33091827485082
AT1G05540	-2.41573331872112	-1.14963285765988	-1.80233392868949
AT1G05562	-1.13544345466985	-1.51678776185932	-0.940185957462095
AT1G05560	3.31251006000502	0.721831746213937	1.18843039594336
AT1G05575	6.18964572155238	3.05727128983506	3.15027909331913
AT1G05590	-1.21733630921472	-0.619531912935156	-0.867559671078119
AT1G05620	1.39520445072517	-0.0462134715748022	-0.346668624627122
AT1G05640	1.59363359825098	1.58041333026415	2.93751809622446
AT1G05675	0.991994490506769	2.21877934009654	1.89521644284757
AT1G05680	5.63899439885557	3.34969428666039	3.7311681571613
AT1G05730	2.27164007457323	1.60628270757903	2.17576541037895
AT1G05785	1.74086852629794	1.03872553920648	1.91414427662224
AT1G05810	1.95410490564534	1.34255433616984	1.70766163096097
AT1G05820	2.2166677630298	1.65391980287985	1.28455162955012
AT1G05840	1.84612604268969	1.08865094463844	1.41695142693416
AT1G05880	3.47705079265282	2.97595849795886	3.39746948020747
AT1G05890	1.19446487878779	1.10497884127088	1.00196452655377
AT1G06002	2.61972510654121	1.81638942536589	1.96699545474462
AT1G06000	3.6017860282611	2.17040492773584	2.59382441494145
AT1G06040	-1.37403514092807	-1.09973851929491	-1.16767693318529
AT1G06160	1.00803883287886	0.275219437346162	0.615002954704877
AT1G06180	4.40289930193222	3.98828446348559	4.0335444729726
AT1G06210	1.6824252677849	1.16069563296412	1.35115318445469
AT1G06240	-1.92062863379522	-1.48550512189356	-1.57761942066697
AT1G06265	-0.595161873672114	1.00048126679592	-3.87746761092609
AT1G06270	1.40547260415131	-0.430955388810908	0.386290039778511
AT1G06450	-2.45754373207116	-1.22715988296888	-1.86880066078092
AT1G06460	-0.939783526951901	-0.95619524374133	-1.27157443533241
AT1G06500	-1.22562570177667	-0.322213318539847	-0.33855564967855
AT1G06510	-1.0125121278181	-0.746480166842112	-1.21019113479839
AT1G06570	2.6794301569042	1.01713750140024	1.4347286276047
AT1G06620	5.76296864557202	2.09062342884655	2.10722415103732
AT1G06645	-2.93413364703332	-2.58121563918093	-3.06656616264905
AT1G06650	-1.30954224826471	-0.503938403573865	-0.810236791535683
AT1G06680	-2.05589535840749	-1.44252439800855	-1.4971798390455
AT1G06690	-0.474792624686688	-1.10144157230589	-1.25594764702813
AT1G06760	-1.51752915418325	-1.21622637613617	-1.20155941848961
AT1G06800	1.54678636137904	0.547951104496393	-0.283022705510103
AT1G06830	-1.75775555989326	-0.385366846981806	-0.565550082881729
AT1G06840	-1.87698780777032	-0.256440555242138	0.499433311403191
AT1G06870	1.6210080084702	1.43350661759804	1.48703904750854
AT1G06910	-1.3919575721654	-1.48281370228456	-1.97417945764656
AT1G06950	-0.934890051084857	-0.656985775397028	-1.06730785521305
AT1G06980	-4.12594241744926	-2.5284332483892	-2.76320964251134
AT1G07000	2.72861722959978	3.02729655995219	2.86468899590997
AT1G07010	-1.70704584295776	-0.914827788038665	-1.17448836690242
AT1G07030	1.98539052247384	1.65760990545784	2.07634661111757
AT1G07050	-3.00805970192298	-1.69335435495578	-1.71542416073451
AT1G07070	-1.2139402556582	-0.823929486335108	-1.07721256752652
AT1G07110	-2.11524970032652	-1.08856727464367	-0.855026172511362
AT1G07128	1.45566556884043	1.35361193535916	1.21439213159426
AT1G07130	1.38701163943175	1.25702805388092	1.78659355045184
